S. No.,Gujarati - Hindi Name,English Name,MP3 URL,PDF URL
101,અમારી જ્ઞાન શીખર ટોચ,Amari Gnan Shikhar Toch,https://archive.org/download/KavirajPad/Amari%20Gnan%20Shikhar%20Toch.mp3,https://archive.org/download/KavirajPadLyrics/page_0534.pdf
102,અમારી ગુરુપૂનમ કાયમી સ્વ-દીપ,Amari Gurupunam Kaymi Sva-Deep,https://archive.org/download/KavirajPad/Amari%20Gurupunam%20Kayami%20Swadip.mp3,https://archive.org/download/KavirajPadLyrics/Amari%20gurupoonam-25-07.pdf
103,"અમારી શુદ્ધ ભાવેચ્છા, જગત કલ્યાણ કરવાની","Amari Shuddha bhavechcha, Jagat Kalyan Karvani",https://archive.org/download/KavirajPad/Amari%20Suddha%20Bhavechchha%20Jagat.mp3,https://archive.org/download/KavirajPadLyrics/Amari%20shuddha%20bhavechcha-56-01.pdf
104,અંબાલાલ મૂળજીભાઈ મહીં દાદા ભગવાન,Ambalal Muljibhai Mahi Dada Bhagawan,https://archive.org/download/KavirajPad/Ambalal%20Mulajibhai%20Mahi.mp3,https://archive.org/download/KavirajPadLyrics/ambalal%20mulji.pdf
105,અંબે માતાના લાલાને બાંધું રાખડી રે,Ambe Matana Lalane Bandhu Rakhdi Re,https://archive.org/download/KavirajPad/Ambe%20Matana%20Lalane%20Bandhu%20Rakhadi.mp3,https://archive.org/download/KavirajPadLyrics/Ambe%20matana%20lalane-30-05.pdf
106,"અમે આપ્તપુત્રોએ, ઠાર્યું મન","Ame Aaptputro-Eh, Tharyu Mann",https://archive.org/download/KavirajPad/Ame%20Aptaputroe%20Tharyu.mp3,https://archive.org/download/KavirajPadLyrics/ame%20aaptaputro%20e%20tharyu%20man.pdf
107,"અમે કહોવાઈ શેષ, તમે સત-અવશેષ","Ame Kahovai Shesh, Tame Sat-Avashesh",https://archive.org/download/KavirajPad/Ame%20Kahovai%20Shesh.mp3,https://archive.org/download/KavirajPadLyrics/Ame%20kahovai%20shesh-28-09.pdf
108,"અમે કેવાં પુણ્યશાળી, ભગવાન","Ame Keva Punyashali, Bhagawan",https://archive.org/download/KavirajPad/Ame%20Keva%20Punyai%20Shali.mp3,https://archive.org/download/KavirajPadLyrics/Ame%20keva%20punyashali-23-04.pdf
109,અમી ભરેલી નજરે ઠારો,Ami Bhareli Najare Tharo,https://archive.org/download/KavirajPad/Ami%20Bhareli%20Najare%20Tharo.mp3,https://archive.org/download/KavirajPadLyrics/page_0133.pdf
110,"અમી-ઝરણાં ચૌદ-લોકી, પ્રકાશક",Ami zarana Chaud Loki Prakash,https://archive.org/download/KavirajPad/Ami%20Zarana%20Chudloki%20Prakashak.mp3,https://archive.org/download/KavirajPadLyrics/Ami%20zarana%20chaud%20loki-31-07.pdf
111,અમોને મોક્ષ મળતો તો છતાં રોકાઈ ગ્યા,Amone Moksh Malto Toh Chhata Rokai Gaya,https://archive.org/download/KavirajPad/10%20Amone%20Moksh%20Malatoto.mp3,https://archive.org/download/KavirajPadLyrics/Amone%20mox%20malto%20to-01-10.pdf
112,"અમૃત-વાણીની મીજબાની માણું, પિરસ્યું પ્રભુએ","Amrut Vanini Mijabani Manu, Pirasyu Prabhu ae",https://archive.org/download/KavirajPad/Amrutvani%20Mijabani%20Manu.mp3,https://archive.org/download/KavirajPadLyrics/Amrut%20vani%20ni%20mijabani%20manu-26-02.pdf
113,અમથી અમથી જે ખટકી જાતી શૂળ,Amthi Amthi Je Khatki Jati Shun,https://archive.org/download/KavirajPad/Amathi%20(4)%20Khataki%20Jati.mp3,https://archive.org/download/KavirajPadLyrics/amthi%20amthi%20je%20khataki.pdf
114,"અમૂલ બાંધો, અ-તૂટ સાંધો","Amul Bandho, A-tut Sandho","https://archive.org/download/KavirajPad/Amul%20Bandho,%20A-tut%20Sandho.mp3",https://archive.org/download/KavirajPadLyrics/amul%20bandho.pdf
115,અનાદિથી ઝળેલું મન ચહે છે કાયમી ઠંડક,Anadi Thi Zalelu Man Chahe Chhe Kayami Thandak,https://archive.org/download/KavirajPad/Anadi%20Thi%20Zalelu%20Man.mp3,https://archive.org/download/KavirajPadLyrics/anadi%20thi%20jalelu.pdf
116,અનાદિથી ખડાં છે વૈર બીજ,Anadithi Khada Chhe Vair Bij,https://archive.org/download/KavirajPad/84_4_Anadithi%20Khada%20Chhe%20Vair%20Beej.mp3,https://archive.org/download/KavirajPadLyrics/84_4_Anadithi%20Khada%20Chhe%20Vair%20Beej.pdf
117,અનંત અવતારનાં મરણાં ટાળે શુદ્ધ,Anant Avatarna Marana Tale Shudhah,https://archive.org/download/KavirajPad/Anant%20Avatarna%20Marana.mp3,https://archive.org/download/KavirajPadLyrics/page_0252.pdf
118,અનંત ચોવીસીને વટાવી,Anant Chovisi ne Vatavi,https://archive.org/download/KavirajPad/Anant%20Chovisine%20Vatavi.mp3,https://archive.org/download/KavirajPadLyrics/Anant%20chovisi%20ne%20vatavi-13-02.pdf
119,"અનંતા જ્ઞેયોને જોઈ, જાણ્યો શુદ્ધ 'તે'",Ananta Gneyo ne Joi Janyo Shuddha 'Te',https://archive.org/download/KavirajPad/Ananta%20Gneyone%20Joi%20Janyo.mp3,https://archive.org/download/KavirajPadLyrics/Ananta%20gneyo%20ne%20joi%20jaanyo-13-06.pdf
120,અન-અવગાહક અંતર્યામી,AnAvgahak Antaryami,https://archive.org/download/KavirajPad/An%20Avagahak%20Antaryami.mp3,https://archive.org/download/KavirajPadLyrics/AnAvgahak%20antryami-18-05.pdf
121,"અંદર જે ખૂંચે છે, તે વાતોનું ખપે છે","Andar Je Khuche Chhe, Te Vatonu Khape Chhe",https://archive.org/download/KavirajPad/Andar%20Je%20Khunche%20Chhe%20Te.mp3,https://archive.org/download/KavirajPadLyrics/Andar%20je%20khuche%20chhe-09-03.pdf
122,"અંધારાની ભૂલ છાવરે કપટ, પોતાની એકુંય",Andharani Bhul Chhavare Kapat,https://archive.org/download/KavirajPad/85_3_Andhara%20ni%20bhool%20chhavare%20kapaT.mp3,https://archive.org/download/KavirajPadLyrics/85_3_Andhara%20ni%20bhool%20chhavare%20kapaT.pdf
123,"અંધારી રાતડી જેણે ચીરી, તેનીજ ઉજવાય","Andhari Raatdi Jene Chiri, Tenij Ujvay",https://archive.org/download/KavirajPad/Andhari%20Ratadi%20Jene%20Chiri.mp3,https://archive.org/download/KavirajPadLyrics/page_0500.pdf
124,अंधियारा कोटि युग का,Andiyara Koti Yug Ka,https://archive.org/download/KavirajPad/ANDHIYARA%20KOTI%20YUAG%20KA.mp3,https://archive.org/download/KavirajPadLyrics/CD61-01%20Aandhiyara.pdf
125,અનેક જન્મોની પુણ્યૈથી મળીયા આ,Anek Janamoni Punyai thi Maliya Aa,https://archive.org/download/KavirajPad/Anek%20Janmoni%20Punyaithi%20Maliya.mp3,https://archive.org/download/KavirajPadLyrics/ANEK%20JANMOTHI.pdf
126,"અંતર આસનમાં સ્થાપી, પ્રેમલ","Antar Aasanma Sthapi, Premaal",https://archive.org/download/KavirajPad/Antar%20Asanma%20Sthapi.mp3,https://archive.org/download/KavirajPadLyrics/CD61-03%20Antar%20Aasanma%20Sthapi%20Premal.pdf
127,"અંતર સંયમ, નીરમલ હીરદય દાદા એવાં","Antar Saiyam, Nirmal hirday Dada Ehva",https://archive.org/download/KavirajPad/Antar%20Sanyam%20Nirmal.mp3,https://archive.org/download/KavirajPadLyrics/page_0557.pdf
128,અંતર શાંતિ કદી જાય નહીં,Antar Shanti Kadi Jay Nahi,https://archive.org/download/KavirajPad/Antar%20Shanti%20Kadi%20Jay%20Nahin.mp3,https://archive.org/download/KavirajPadLyrics/Antar%20shanti%20kadi%20jaay-70-05.pdf
129,અંતિમ હેતુ સિદ્ધક વાણી હોય જ,Antim Hetu Sidhdhrak Vani Hoy J,https://archive.org/download/KavirajPad/Antim%20Hetuk%20Siddhak%20Vani.mp3,https://archive.org/download/KavirajPadLyrics/antim%20hetu%20shiddhak%20vani%20-%2036-03.pdf
130,અણુ પણ છુટ્ટું એક જ હોય તો તેમાં,Anu Pan Chuttu Ekaj Hoy To Tema,https://archive.org/download/KavirajPad/Anu%20Pan%20Chhuttu.mp3,https://archive.org/download/KavirajPadLyrics/Anu%20pan%20chhuttu%20ek%20j%20hoy-15-08.pdf
131,अनुभव कहता है हमको,Anubhav Kahata Hai Hamko,https://archive.org/download/KavirajPad/Anubhav%20Kahata%20Hei%20Hamako.mp3,https://archive.org/download/KavirajPadLyrics/Anubhav%20kaheta%20hai%20hamko-24-06.pdf
132,અનુભવતાં અંતરની સુરભી ધબકે,Anubhavta Attarni Surabhi Dhab,https://archive.org/download/KavirajPad/87_8_Anubhavata%20antarnee%20surbhi.mp3,https://archive.org/download/KavirajPadLyrics/87_8_Anubhavata%20antarnee%20surbhi.pdf
133,અનુપમ મૂર્તિ ઘડે દાદા ભગવાન,Anupam Murti Ghade Dada Bhagawan,https://archive.org/download/KavirajPad/Anupam%20Murti%20Ghade%20Dada%20Bhagavan.mp3,https://archive.org/download/KavirajPadLyrics/Anupam%20murti%20ghade-31-12.pdf
134,અન્ય લિંગીને નિરખી,Anya Lingi Ne Nirakhi,https://archive.org/download/KavirajPad/7%20Anya%20Lingine%20Nirkhi.mp3,https://archive.org/download/KavirajPadLyrics/page_0075.pdf
135,ઓ ઈશ્વર ભજીએ તને,Ao ishwar Bhajiye Tane,https://archive.org/download/KavirajPad/O%20Ishawar%20Bhajiye%20Tane.mp3,https://archive.org/download/KavirajPadLyrics/ao%20ishwar.pdf
136,अपने दिल को साफ बनाकर मिटादो,Apne Dil Ko Saaf Banakar Mitado,https://archive.org/download/KavirajPad/Apane%20Dil%20Ko%20Saf%20Banakar%20Mitado.mp3,
137,अपने रीदय के किंवाद खोलो,Apne Ridaye Ke Kivad Kholo,https://archive.org/download/KavirajPad/Apane%20Hriday%20Ke%20Kinvad%20Kholo.mp3,https://archive.org/download/KavirajPadLyrics/Apne%20riday%20ke%20kivad%20kholo-31-06.pdf
138,અરહં અરહં હરિ રામ ક્રીશ્ના શીવ,Arham Arham Hari Ram Krishna Shiv,https://archive.org/download/KavirajPad/Araham%20(2)%20Hari%20Ram%20Krishna.mp3,https://archive.org/download/KavirajPadLyrics/arham%20arham.pdf
139,"અરિ, હરો ભ્રમ, મૂઢ-જીવનાં, હરિ, કરો","Ari, Haro Bhram, Mudh-Jivna, Hari, Karo",https://archive.org/download/KavirajPad/Ari%20Haro%20Bhram.mp3,https://archive.org/download/KavirajPadLyrics/ari%20haro%20bhram.pdf
140,"અરિહંત, અરિહંત જીનેશ્વરા, શ્રીકૃષ્ણ .....","Arihant Arihant Jineswara, Shr",https://archive.org/download/KavirajPad/89_14_Arihant.mp3,https://archive.org/download/KavirajPadLyrics/89_14_Arihant.pdf
141,"અરૂપીની શક્તિ અનંત, આત્મા તત્ત્વોને","Arupini Shakti Anant, Atma Tatvone",https://archive.org/download/KavirajPad/Arupini%20Shakti%20Anant.mp3,"https://archive.org/download/KavirajPadLyrics/Arupini%20Shakti%20Anant,%20Atma%20Tatvone-12-09.pdf"
142,અસંગાનુંભૂતિ વર્તક,Asangaanubhuti Vartak,https://archive.org/download/KavirajPad/Asanganubhuti%20Vartak.mp3,https://archive.org/download/KavirajPadLyrics/CD62-02%20Asanganubhuti%20Vrtak.pdf
143,"અસીં પગે લગોતા રે, દાદા ભગવાન કે રે","Asee Paghe Lagota Re, Dada Bhagawan Ke Re",https://archive.org/download/KavirajPad/Asi%20Page%20Lagota%20Re%20Dada%20Bhagavanne.mp3,https://archive.org/download/KavirajPadLyrics/page_0597.pdf
144,અસીમ જય જયકર જીવતર,Aseem Jay Jaykar Jivtar,https://archive.org/download/KavirajPad/Aseem%20Jay%20Jaykar%20Jivatar.mp3,https://archive.org/download/KavirajPadLyrics/asim%20jay%20jaykar%20ho.pdf
145,આશા છે અમ્મર ભર્યો,Asha Chhe Ammar Bharyo,https://archive.org/download/KavirajPad/Aasha%20Chhe%20Ammar%20Bharyo.mp3,https://archive.org/download/KavirajPadLyrics/CD70-04%20Aasha%20Chhe%20Ammr%20Bharyo.pdf
146,અવસરિયા અજવાળો રે,Avasariya Ajavalo Re,https://archive.org/download/KavirajPad/Avasariya%20Ajavaro%20Re%20GhatGhadula.mp3,https://archive.org/download/KavirajPadLyrics/avsariya%20ajvalo%20re.pdf
147,"અવસ્થા પુરગલી પર્યાય, વિભાવે","Avastha Puragali Paryay, Vibhave",https://archive.org/download/KavirajPad/Avastha%20Puragali%20paryay.mp3,"https://archive.org/download/KavirajPadLyrics/Avastha%20Pudagali%20Paryay,%20Vibhave-68-05.pdf"
148,"અવસ્તુની સ્મૃતિ, નોંધે 'જ્ઞાન' ઊપર ડાઘ પડે",Avastuni Smruti Nodhe Gnan,https://archive.org/download/KavirajPad/88_7_Avastu%20ni%20smruti%20nondhe.mp3,https://archive.org/download/KavirajPadLyrics/88_7_Avastu%20ni%20smruti%20nondhe.pdf
149,અવતારોના જન્મ પૂર્વે પરાત્પર હતા જે,Avatarona Janma Purve Paraptar Hata Je,https://archive.org/download/KavirajPad/Avatarona%20Janma%20Purve.mp3,https://archive.org/download/KavirajPadLyrics/Avtarona%20janm%20purve-31-09.pdf
150,"અવતારોની શોધખોળ, જ્ઞાન-પૂર્ણ","Avataroni ShodhKhol, Gnan-Puran",https://archive.org/download/KavirajPad/Avataro%20Ni%20Sodh%20Kol.mp3,https://archive.org/download/KavirajPadLyrics/avtaro%20ni%20shodhkhol.pdf
151,અય શ્વેતાંગી આભનાં ફરિશ્તા,Aya Swetangi Aabhana Farishta,https://archive.org/download/KavirajPad/01%20AI%20SWETAMBI%20ABHNA.mp3,https://archive.org/download/KavirajPadLyrics/Aya%20swetangi%20aabhana%20farista-63-01.pdf
152,અ-યોગી સ્તવન,Ayogi Stavan,https://archive.org/download/KavirajPad/03%20Ayogi%20Stavan.mp3,https://archive.org/download/KavirajPadLyrics/CD64-03%20Ayogi%20Stavan%20SwaGuru%20Punam.pdf
153,"બધી જ્ઞાનેન્દ્રી, કર્મેન્દ્રી, સ્વભાવે ગુણધર્મો",Badhi Gnanedri Karmendri Svabhave,https://archive.org/download/KavirajPad/82_8_Badhi%20Gnanendri%20Karmendri.mp3,https://archive.org/download/KavirajPadLyrics/82_8_Badhi%20Gnanendri%20Karmendri.pdf
154,"બંધન, બંધન, રાગે-દ્વેષે","Bandhan Bandhan, Raage-Dweshe",https://archive.org/download/KavirajPad/Bandhan%20Bandhan%20Ragedweshe.mp3,https://archive.org/download/KavirajPadLyrics/Bandhan%20bandhan-12-06.pdf
155,બૌ બૌ જન્મોથી કુટેલું અજ્ઞાન,Bau Bau Janmothi Kutelu Agnan,https://archive.org/download/KavirajPad/Bau%20Bau%20Janmo%20Thi%20Kutelu%20Agyan.mp3,https://archive.org/download/KavirajPadLyrics/bau%20bau%20janmothi.pdf
156,બાયડીને સીધી કરવા,Bayadine Sidhi Karava,https://archive.org/download/KavirajPad/Bayadi%20Ne%20Sidhi%20Karava.mp3,https://archive.org/download/KavirajPadLyrics/bayadi%20ni%20shidhi%20krVA.pdf
157,ભાદ્રણ ગોંમનો રે ડંકો વાગ્યો,Bhadaran Gomano Re Danko Vagyo,https://archive.org/download/KavirajPad/Bhadran%20Goamno%20Re%20Danko.mp3,https://archive.org/download/KavirajPadLyrics/page_0563.pdf
158,"ભાદરવાના ભીંડા જ્યારે, બહુ જોરમાં આવે રે","Bhadaravana Bhinda Jyare, Bahu Jorma Ave Re",https://archive.org/download/KavirajPad/Bhadaravana%20Bhinda.mp3,https://archive.org/download/KavirajPadLyrics/page_0567.pdf
159,ભગવાન શું હશે? ક્યાં હશે? કેવો હશે?,Bhagwan Shu Hashe? Kya Hashe? Kevo Hashe?,https://archive.org/download/KavirajPad/Bhagavan%20Shu%20Hashe%20-%20Kya%20Hashe.mp3,https://archive.org/download/KavirajPadLyrics/Bhagwan%20shu%20hashe-40-11.pdf
160,"ભાખ્યું જે કૃપાળુ દેવે, સ્વયંભૂ 'આ'","Bhakhyu Je Krupalu Deve, Swayambhu 'Aa'",https://archive.org/download/KavirajPad/Bhakhyu%20Je%20Krupalu%20Deve.mp3,https://archive.org/download/KavirajPadLyrics/bhakhyu%20jo.pdf
161,ભક્તિ કરતાં કદીયે હું થાકું નહિં ....,Bhakti Karata Kadiye,https://archive.org/download/KavirajPad/88_12_Bhakti%20karataa.mp3,https://archive.org/download/KavirajPadLyrics/88_12_Bhakti%20karataa.pdf
162,ભક્તિ કરતાં કદીયે હું થાકું નહિં,Bhakti Karta Kadiye Hun Thaku Nahi,https://archive.org/download/KavirajPad/3%20Bhakti%20Karata%20Kadi%20Ae%20Hun%20Thaku.mp3,https://archive.org/download/KavirajPadLyrics/page_0050.pdf
163,ભક્તિ-ભાવના તન-મન સાથે,Bhakti-Bhavna Tann-Mann Sathe,https://archive.org/download/KavirajPad/Bhakti%20Bhavana%20Tan%20Man%20Sathe.mp3,https://archive.org/download/KavirajPadLyrics/page_0272.pdf
164,"ભલે ને દેહ જ્યાં હોય ત્યાં, અમારો","Bhale Ne Deh Jya Hoy Tya, Amaro",https://archive.org/download/KavirajPad/Bhale%20Ne%20Deh%20Jyan%20hot%20Tya.mp3,https://archive.org/download/KavirajPadLyrics/bhale%20ne%20deh.pdf
165,ભલે પધાર્યા કળીયુગમાં,Bhale Padharya Kalayugma,https://archive.org/download/KavirajPad/Bhale%20Padharya%20Kaliyugma.mp3,https://archive.org/download/KavirajPadLyrics/page_0440.pdf
166,ભારત ભૌમિક સુ-દર્શનનું,Bharat Bhaumik Su-Darashananu,https://archive.org/download/KavirajPad/Bharat%20Bhaumik%20SuDarshannu.mp3,https://archive.org/download/KavirajPadLyrics/page_0720.pdf
167,"ભારત ભોમે, પ્રગટ આત્મ વ્યક્તા દાદા ભગવાન","Bharat Bhome, Pragat Aatma Vyakta Dada Bhagwan",https://archive.org/download/KavirajPad/Bharat%20Bhome%20Pragat%20Aatam.mp3,https://archive.org/download/KavirajPadLyrics/bharat%20bhome.pdf
168,"ભરત ખંડમાં જ્યાં જાશો, ત્યાં સંભળાશે પોકાર","Bharat Khandma Jya Jasho, Tya Sambhalashe Pokar",https://archive.org/download/KavirajPad/Bharat%20Khandma%20Jyan%20Jasho.mp3,https://archive.org/download/KavirajPadLyrics/page_0156.pdf
169,ભવ-ભટકું ભ્રાંતિ જણ્યું,Bhav Bhataku Bhranti janyu,https://archive.org/download/KavirajPad/05%20BHAV%20BHATKU%20BHRANTIJANU.mp3,https://archive.org/download/KavirajPadLyrics/CD63-05%20Bhav%20Bhataku.pdf
170,ભવ ને ભટકણનો વિશ્રામ,Bhav Ne Bhatakamanno Vishram,https://archive.org/download/KavirajPad/Bhav%20Ne%20Bhatakaman%20No%20Visharam.mp3,https://archive.org/download/KavirajPadLyrics/bhav%20ne%20bhatkan.pdf
